product_id,vendor_id,market_date,customer_id,quantity,cost_to_customer_per_qty,transaction_time
1.0,7.0,2020-09-16,3.0,3.71,6.99,18:14:00
2.0,7.0,2020-08-15,10.0,1.91,3.49,12:13:00
4.0,7.0,2019-04-27,13.0,4.0,3.5,11:43:00
3.0,,2019-08-07,4.0,3.0,0.5,16:48:00
3.0,7.0,2020-07-29,,4.0,0.5,18:30:00
2.0,7.0,2019-08-14,1.0,4.37,3.49,17:03:00
1.0,7.0,2019-07-10,23.0,3.61,6.99,18:56:00
,,2020-07-11,5.0,3.0,0.5,10:21:00
3.0,7.0,2019-07-03,11.0,4.0,0.5,18:52:00
4.0,,2019-06-05,7.0,2.0,4.0,16:30:00
4.0,7.0,2019-05-22,,1.0,4.0,18:53:00
,7.0,2020-07-04,,5.6,3.0,12:25:00
2.0,7.0,,14.0,1.38,3.49,13:54:00
,7.0,,6.0,2.0,0.5,11:31:00
2.0,7.0,2020-07-04,11.0,3.28,3.49,12:15:00
4.0,,2019-06-08,9.0,3.0,4.0,11:35:00
3.0,7.0,2020-08-22,2.0,5.0,0.5,12:27:00
3.0,7.0,2020-07-15,20.0,3.0,0.5,18:02:00
3.0,7.0,2019-08-21,24.0,,0.5,
2.0,7.0,2020-07-22,11.0,3.14,,18:44:00
1.0,7.0,2019-08-03,4.0,0.08,6.99,12:12:00
,,2020-07-11,24.0,3.5,3.49,11:34:00
3.0,7.0,2020-07-25,7.0,1.0,0.5,9:21:00
2.0,7.0,,12.0,1.47,3.49,18:11:00
2.0,7.0,2019-07-06,14.0,1.0,3.49,13:19:00
4.0,7.0,2019-04-03,6.0,4.0,4.0,18:49:00
2.0,7.0,2020-09-02,26.0,4.31,3.49,17:30:00
4.0,7.0,2019-05-25,2.0,2.0,4.0,13:08:00
2.0,7.0,2020-07-08,4.0,2.28,3.49,18:32:00
2.0,,2019-07-10,11.0,2.89,3.49,18:56:00
4.0,,2019-05-22,,4.0,4.0,17:56:00
2.0,7.0,2019-09-11,12.0,1.92,3.49,18:30:00
2.0,7.0,2020-08-12,23.0,1.78,3.49,18:53:00
4.0,7.0,2019-05-04,11.0,1.0,4.0,10:43:00
1.0,7.0,2020-09-19,15.0,,,11:10:00
1.0,7.0,2020-09-26,3.0,1.82,6.99,12:04:00
2.0,7.0,2020-07-18,9.0,3.1,3.49,13:57:00
,,2019-09-25,3.0,,3.49,18:31:00
3.0,7.0,2019-08-03,22.0,6.0,0.5,12:07:00
2.0,7.0,2019-08-07,10.0,4.31,3.49,
4.0,7.0,2019-04-17,10.0,1.0,3.5,17:16:00
4.0,7.0,,2.0,5.0,4.0,9:34:00
3.0,7.0,2020-07-29,2.0,3.0,0.5,18:56:00
,7.0,2019-04-17,6.0,,3.5,
1.0,7.0,2019-08-10,12.0,4.09,6.99,8:39:00
4.0,7.0,2019-04-24,1.0,3.0,4.0,18:22:00
3.0,7.0,,8.0,4.0,0.5,
4.0,7.0,2019-06-15,,1.0,4.0,13:54:00
4.0,7.0,2019-04-20,5.0,1.0,4.0,
,7.0,2019-09-07,1.0,2.0,0.5,12:22:00
3.0,,2019-08-07,23.0,4.0,0.5,18:51:00
2.0,7.0,2020-09-16,11.0,3.67,3.49,18:40:00
2.0,7.0,2020-09-16,14.0,3.26,3.49,
2.0,7.0,2020-07-18,,4.67,3.49,8:57:00
1.0,7.0,2019-08-14,8.0,3.57,6.99,18:04:00
3.0,7.0,2019-07-31,58.0,2.0,0.5,12:39:00
1.0,7.0,2020-07-11,1.0,4.04,6.99,13:03:00
,7.0,2020-07-22,19.0,1.06,6.99,18:44:00
3.0,,2019-09-25,3.0,2.0,0.5,17:39:00
3.0,7.0,2020-07-11,,4.0,0.5,
1.0,7.0,2019-07-27,24.0,3.04,6.99,9:37:00
2.0,7.0,2019-07-03,24.0,2.28,,18:37:00
3.0,7.0,2019-09-25,12.0,4.0,0.5,18:35:00
2.0,7.0,2020-09-02,4.0,4.75,3.49,18:15:00
,7.0,2020-07-01,4.0,4.0,0.5,16:18:00
3.0,7.0,2020-09-19,,4.0,0.5,
1.0,7.0,2020-07-18,9.0,2.16,6.99,13:54:00
1.0,7.0,2019-09-07,8.0,0.94,6.99,13:33:00
3.0,7.0,2020-07-11,10.0,2.0,0.5,11:35:00
,7.0,,11.0,3.64,6.99,18:16:00
3.0,7.0,2019-07-10,12.0,1.0,,17:45:00
2.0,7.0,2020-07-04,5.0,4.61,3.49,12:08:00
2.0,7.0,2020-09-19,5.0,4.45,3.49,11:31:00
2.0,7.0,2020-08-08,5.0,5.2,3.49,
2.0,7.0,,23.0,,3.49,18:54:00
3.0,7.0,2019-07-13,10.0,4.0,0.5,
2.0,7.0,2019-08-17,14.0,1.05,3.49,8:35:00
3.0,7.0,2020-08-15,16.0,3.0,0.5,12:00:00
3.0,7.0,2019-07-27,20.0,3.0,,13:32:00
,7.0,2020-09-16,10.0,3.22,3.49,18:26:00
3.0,,2020-07-11,26.0,2.0,0.5,12:44:00
1.0,7.0,2019-07-03,14.0,0.99,6.99,17:32:00
3.0,,2020-09-09,12.0,3.0,0.5,18:47:00
4.0,7.0,2019-06-15,9.0,5.0,4.0,8:37:00
3.0,7.0,2019-07-13,10.0,1.0,0.5,11:21:00
3.0,7.0,2019-09-28,,5.0,0.5,11:17:00
2.0,7.0,2020-09-19,26.0,3.37,,12:13:00
3.0,7.0,2019-07-10,9.0,3.0,0.5,17:27:00
1.0,7.0,2020-07-04,16.0,0.62,6.99,12:51:00
3.0,7.0,2019-07-06,6.0,4.0,0.5,12:19:00
2.0,7.0,2020-09-23,6.0,2.8,3.49,17:35:00
1.0,7.0,2019-09-25,3.0,,6.99,
2.0,7.0,2019-08-31,6.0,4.3,3.49,11:38:00
4.0,7.0,2019-05-15,13.0,1.0,,18:02:00
1.0,7.0,2020-08-15,7.0,1.08,6.99,10:42:00
2.0,7.0,2019-09-21,22.0,2.81,3.49,13:46:00
4.0,,,12.0,3.0,3.5,13:32:00
1.0,7.0,2020-07-08,22.0,,6.99,17:53:00
3.0,7.0,2020-08-12,6.0,1.0,0.5,18:42:00
1.0,7.0,2019-07-10,4.0,2.13,6.99,18:06:00
1.0,,2020-08-05,7.0,4.92,6.99,17:43:00
4.0,7.0,2019-04-13,3.0,1.0,4.0,11:33:00
2.0,,2020-09-05,8.0,1.85,3.49,9:26:00
2.0,7.0,2019-08-28,5.0,2.51,,17:15:00
3.0,7.0,2020-08-08,22.0,2.0,0.5,10:04:00
4.0,,2019-05-25,,,4.0,
3.0,,,,4.0,0.5,12:02:00
2.0,7.0,,7.0,4.38,3.49,17:57:00
3.0,7.0,2019-07-31,1.0,5.0,0.5,
3.0,7.0,2020-09-05,9.0,4.0,0.5,10:01:00
,7.0,2020-07-25,14.0,5.0,0.5,11:07:00
,7.0,2020-09-16,7.0,3.0,0.5,17:28:00
3.0,7.0,2019-08-03,3.0,1.0,,
4.0,7.0,2019-04-20,12.0,1.0,4.0,11:51:00
1.0,7.0,2020-09-30,9.0,3.61,6.99,18:49:00
2.0,7.0,2019-08-10,,3.27,3.49,12:43:00
,7.0,2019-09-21,6.0,,6.99,12:17:00
3.0,7.0,,11.0,4.0,0.5,11:44:00
3.0,7.0,2020-08-15,16.0,5.0,0.5,12:59:00
3.0,,2020-08-22,10.0,5.0,0.5,13:40:00
3.0,7.0,2020-08-19,1.0,2.0,0.5,17:56:00
4.0,7.0,2019-04-06,,5.0,4.0,8:41:00
1.0,7.0,2019-08-14,25.0,3.21,6.99,18:46:00
3.0,7.0,2020-08-29,13.0,1.0,0.5,13:10:00
3.0,7.0,2019-09-07,6.0,3.0,0.5,11:53:00
,7.0,2020-09-26,14.0,4.0,0.5,8:57:00
,7.0,,1.0,5.0,0.5,13:28:00
3.0,7.0,2020-07-08,5.0,1.0,0.5,18:55:00
2.0,7.0,2019-07-13,24.0,1.64,3.49,12:42:00
2.0,7.0,2019-08-14,26.0,2.44,3.49,
1.0,7.0,2019-09-04,20.0,5.67,6.99,17:57:00
2.0,7.0,2019-07-03,9.0,4.85,3.49,16:42:00
2.0,7.0,,3.0,2.06,3.49,13:50:00
1.0,7.0,2019-08-31,10.0,0.14,6.99,9:57:00
4.0,7.0,2019-05-11,11.0,5.0,4.0,8:53:00
3.0,,2020-07-04,6.0,4.0,0.5,12:06:00
